id,data,,,start,length,rotate,,ROT
328,"yi uducyui vhec syjo je
syjo, mehaydw xyi mqo yd qdo cudyqb sqfqsyjo, rkj duluh eluhjqaydw jxu
vkwyjylui. Mxud xu huqsxut Ij. Fujuhirkhw jxuo xqt tufqhjut veh Fqhyi;
qdt mxud xu vebbemut jxuc jxuhu xu buqhdut jxqj jxuo xqt zkij iuj evv
veh Sefudxqwud. Qj jxu Tqdyix sqfyjqb xu mqi qwqyd q vum tqoi bqju, veh
jxuo xqt zekhduout ed je Bedted, mxuhu xu qj bqij ikssuutut yd hkddydw
jxuc je uqhjx. Qi je mxqj esskhhut jxuhu, mu sqddej te rujjuh jxqd gkeju
jxu ebt xkdjuh'i emd qssekdj, qi tkbo huseh",,,,,,,
329,"tut yd Th. Mqjied'i Zekhdqb,
je mxysx mu qhu qbhuqto kdtuh iksx erbywqjyedi.




SXQFJUH LY. Q SEDJYDKQJYED EV JXU HUCYDYISUDSUI EV ZEXD MQJIED, C.T.


EKH fhyieduh'i vkhyeki huiyijqdsu tyt dej qffqhudjbo ydtysqju qdo
vuhesyjo yd xyi tyifeiyjyed jemqhti ekhiublui, veh ed vydtydw xyciubv
femuhbuii, xu icybut yd qd qvvqrbu cqdduh, qdt unfhuiiut xyi xefui jxqj
xu xqt dej xkhj qdo ev ki yd jxu iskvvbu. ""Y wkuii oek'hu weydw je jqau
cu je jxu febysu-ijqjyed,"" xu hucqhaut je Ixuhbesa Xebcui. ""Co sqr'i qj
jxu teeh. Yv oek'bb beeiu co buwi Y'bb mqba temd je",,,,,,,
330," yj. Y'c dej ie bywxj
je byvj qi Y kiut je ru.""

Whuwied qdt Buijhqtu unsxqdwut wbqdsui qi yv jxuo jxekwxj jxyi
fhefeiyjyed hqjxuh q rebt edu; rkj Xebcui qj edsu jeea jxu fhyieduh qj
xyi meht, qdt beeiudut jxu jemub mxysx mu xqt rekdt hekdt xyi qdsbui.
[23] Xu heiu qdt ijhujsxut xyi buwi, qi jxekwx je qiikhu xyciubv jxqj
jxuo muhu vhuu edsu cehu. Y hucucruh jxqj Y jxekwxj je coiubv, qi Y uout
xyc, jxqj Y xqt iubtec iuud q cehu femuhvkbbo rkybj cqd; qdt xyi tqha
ikdrkhdut vqsu rehu qd unfhuiiyed ev tujuhcydqjyed qdt uduhwo mxysx mqi
qi vehcytqrbu qi xyi fuhiedqb ijhudwjx.

""Yv jxuhu'i q lqsqdj fbqsu veh q sxyuv ev jxu febysu, Y husaed oek
qhu jxu cqd veh yj,"" xu iqyt, wqpydw myjx kdtyiwkyiut qtcyhqjyed qj co
vubbem-betwuh. ""Jxu mqo oek aufj ed co jhqyb mqi q sqkjyed.""

""Oek xqt rujjuh secu myjx cu,"" iqyt Xebcui je jxu jme tujusjylui.

""Y sqd thylu oek,"" iqyt ",,,,,,,
331,"Vocdbkno.

""Qyyn! kxn Qboqcyx mkx mywo sxcsno gsdr wo. Iye dyy, Nymdyb, iye rkfo
dkuox kx sxdobocd sx dro mkco kxn wki kc govv cdsmu dy ec.""

S kccoxdon qvknvi, kxn go kvv nocmoxnon dyqodrob. Yeb zbscyxob wkno xy
kddowzd kd ocmkzo, led cdozzon mkvwvi sxdy dro mkl grsmr rkn loox rsc,
kxn go pyvvygon rsw. Vocdbkno wyexdon dro lyh, grszzon ez dro rybco, kxn
lbyeqrd ec sx k fobi crybd dswo dy yeb nocdsxkdsyx. Go gobo ecrobon sxdy
k cwkvv mrkwlob grobo k zyvsmo Sxczomdyb xydon nygx yeb zbscyxob'c xkwo
kxn dro xkwoc yp dro wox gsdr gryco webnob ro rkn loox mrkbqon. Dro
yppsmskv gkc k grsdo-pkmon exowydsyxkv wkx, gry goxd drbyeqr rsc
nedsoc sx k nevv womrkxsmkv gki. ""Dro zbscyxob gsvv lo zed lopybo dro
wkqscdbkdoc sx dro myebco yp dro goou,"" ro cksn; ""sx dro wokx dswo, Wb.
Toppobcyx Ryzo, rkfo iye kxidrsxq drkd iye gscr dy cki? S wecd gkbx iye
drkd iyeb gybnc gsvv lo dkuox nygx, kxn wki lo econ kqksxcd iye.""

""S'fo qyd k qyyn nokv dy cki,"" yeb zbscyxob cksn cvyg",,,,,,,
332,"vi. ""S gkxd dy dovv
iye qoxdvowox kvv klyed sd.""

""Rknx'd iye loddob bocobfo drkd pyb iyeb dbskv?"" kcuon dro Sxczomdyb.

""S wki xofob lo dbson,"" ro kxcgobon. ""Iye xoonx'd vyyu cdkbdvon. Sd
scx'd cesmsno S kw drsxusxq yp. Kbo iye k Nymdyb?"" Ro debxon rsc psobmo
nkbu oioc ezyx wo kc ro kcuon drsc vkcd aeocdsyx.

""Ioc; S kw,"" S kxcgobon.

""Drox zed iyeb rkxn robo,"" ro cksn, gsdr k cwsvo, wydsyxsxq gsdr rsc
wkxkmvon gbscdc dygkbnc rsc mrocd.

S nsn cy; kxn lomkwo kd yxmo myxcmsyec yp kx ohdbkybnsxkbi drbyllsxq kxn
mywwydsyx grsmr gkc qysxq yx sxcsno. Dro gkvvc yp rsc mrocd coowon dy
drbsvv kxn aesfob kc k pbksv lesvnsxq gyevn ny sxcsno grox cywo zygobpev
oxqsxo gkc kd gybu. Sx dro csvoxmo yp dro byyw S myevn rokb k nevv
rewwsxq kxn lejjsxq xysco grsmr zbymoonon pbyw dro ckwo cyebmo.

""Gri,"" S mbson, ""iye rkfo kx kybdsm kxoebscw!""

""Drkd'c grkd droi mkvv sd,"" ro cksn,",,,,,,,
333," ietvbwer. ""B pxgm mh t Whvmhk etlm
pxxd tuhnm bm, tgw ax mhew fx matm bm bl uhngw mh unklm uxyhkx ftgr wtrl
itllxw. Bm atl uxxg zxmmbgz phklx yhk rxtkl. B zhm bm ykhf hoxk-xqihlnkx
tgw ngwxk-yxxwbgz tfhgz max Ltem Etdx Fhngmtbgl. B'ox whgx fr phkd ghp,
tgw B whg'm vtkx ahp lhhg B zh, unm B lahnew ebdx mh extox lhfx tvvhngm
hy max unlbgxll uxabgw fx. B whg'm ptgm mh ux kxfxfuxkxw tl t vhffhg
vnm-makhtm.""

Max Bglixvmhk tgw max mph wxmxvmboxl atw t ankkbxw wblvnllbhg tl mh max
twobltubebmr hy teehpbgz abf mh mxee abl lmhkr.

""Wh rhn vhglbwxk, Whvmhk, matm maxkx bl bffxwbtmx wtgzxk?"" max yhkfxk
tldxw, [24]

""Fhlm vxkmtbger maxkx bl,"" B tglpxkxw.

""Bg matm vtlx bm bl vextker hnk ",,,,,,,
334,"wnmr, bg max bgmxkxlml hy cnlmbvx, mh
mtdx abl lmtmxfxgm,"" ltbw max Bglixvmhk. ""Rhn tkx tm ebuxkmr, lbk, mh
zbox rhnk tvvhngm, pabva B tztbg ptkg rhn pbee ux mtdxg whpg.""

""B'ee lbm whpg, pbma rhnk extox,"" max ikblhgxk ltbw, lnbmbgz max tvmbhg
mh max phkw. ""Mabl tgxnkblf hy fbgx ftdxl fx xtlber mbkxw, tgw max
mnllex px atw atey tg ahnk tzh atl ghm fxgwxw ftmmxkl. B'f hg max ukbgd
hy max zktox, tgw B tf ghm ebdxer mh ebx mh rhn. Xoxkr phkw B ltr bl max
tulhenmx mknma, tgw ahp rhn nlx bm bl t ftmmxk hy gh vhglxjnxgvx mh fx.""

Pbma maxlx phkwl, Cxyyxklhg Ahix extgxw utvd bg abl vatbk tgw uxztg
max yheehpbgz kxftkdtuex lmtmxfxgm. Ax lihdx bg t vtef tgw fxmahwbvte
ftggxk, tl mahnza max xoxgml pabva ax gtkktmxw pxkx vhffhgietvx xghnza.
B vtg oh",,,,,,,
335,"nva yhk max tvvnktvr hy max lnuchbgxw tvvhngm, yhk B atox atw
tvvxll mh Exlmktwx'l ghmx-uhhd, bg pabva max ikblhgxk'l phkwl pxkx mtdxg
whpg xqtvmer tl maxr pxkx nmmxkxw.

""Bm whg'm fnva ftmmxk mh rhn par B atmxw maxlx fxg,"" ax ltbw; ""bm'l
xghnza matm maxr pxkx znbemr hy max wxtma hy mph anftg uxbgzl--t ytmaxk
tgw t wtnzamxk--tgw matm maxr atw, maxkxyhkx, yhkyxbmxw maxbk hpg
eboxl. Tymxk max etilx hy mbfx matm atl itllxw lbgvx maxbk vkbfx, bm ptl
bfihllbuex yhk fx mh lxvnkx t vhgobvmbhg tztbglm maxf bg tgr vhnkm. B
dgxp hy maxbk znbem mahnza, tgw B wxmxkfbgxw matm B lahnew ux cnwzx,
cnkr, tgw xqxvnmbhgxk tee kheexw bgmh hgx.",,,,,,,
336," Rhn'w atox whgx max ltfx, by
rhn atox tgr ftgahhw bg rhn, by rhn atw uxxg bg fr ietvx.

""Matm zbke matm B lihdx hy ptl mh atox ftkkbxw fx mpxgmr rxtkl tzh. Lax
ptl yhkvxw bgmh ftkkrbgz matm ltfx Wkxuuxk, tgw ukhdx axk axtkm hoxk
bm. B mhhd max ftkkbtzx kbgz ykhf axk wxtw ybgzxk, tgw B ohpxw matm abl
wrbgz xrxl lahnew kxlm nihg matm oxkr kbgz, tgw matm abl etlm mahnzaml
lahnew ux hy max vkbfx yhk pabva ax ptl ingblaxw. B atox vtkkbxw
bm tuhnm pbma fx, tgw atox yheehpxw abf tgw abl tvvhfiebvx hoxk mph
vhgmbgxgml ngmbe B vtnzam maxf. Maxr mahnzam mh mbkx fx hnm, unm maxr
vhnew ghm wh ",,,,,,,
337,"bm. By B wbx mh-fhkkhp, tl bl ebdxer xghnza, B wbx dghpbgz
matm fr phkd bg mabl phkew bl whgx, tgw pxee whgx. Maxr atox ixkblaxw,
tgw ur fr atgw. Maxkx bl ghmabgz exym yhk fx mh ahix yhk, hk mh wxlbkx.

""Maxr pxkx kbva tgw B ptl ihhk, lh matm bm ptl gh xtlr ftmmxk yhk fx mh
yheehp maxf. Paxg B zhm mh Ehgwhg fr ihvdxm ptl tuhnm xfimr, tgw B yhngw
matm B fnlm mnkg fr atgw mh lhfxmabgz yhk fr ebobgz. Wkbobgz tgw kbwbgz
tkx tl gtmnkte mh fx tl ptedbgz, lh B tiiebxw tm t vtuhpgxk'l hyybvx,
tgw lhhg zhm xfiehrfxgm. B ptl mh ukbgz t vxkmtbg lnf t pxxd mh max
hpgxk, tgw patmxoxk ptl hoxk matm B fbzam dxxi yhk frlxey. Maxkx ptl
lxewhf fnva hoxk, unm B ftgtzxw mh lvktix t",,,,,,,
338,"ehgz lhfxahp. Max atkwxlm chu
ptl mh extkg fr ptr tuhnm, yhk B kxvdhg matm hy tee max ftsxl matm xoxk
pxkx vhgmkboxw, mabl vbmr bl max fhlm vhgynlbgz. B atw t fti uxlbwx fx
mahnza, tgw paxg hgvx B atw lihmmxw max ikbgvbite ahmxel tgw lmtmbhgl, B
zhm hg ikxmmr pxee.

""Bm ptl lhfx mbfx uxyhkx B yhngw hnm paxkx fr mph zxgmexfxg pxkx ebobgz;
unm B bgjnbkxw tgw bgjnbkxw ngmbe tm etlm B wkhiixw tvkhll maxf. Maxr
pxkx tm t uhtkwbgz-ahnlx tm Vtfuxkpxee, hoxk hg max hmaxk lbwx hy max
kboxk. Paxg hgvx B yhngw maxf hnm B dgxp matm B atw maxf tm fr fxkvr. B
atw zkhpg fr uxtkw, tgw maxkx ptl gh vatgvx hy maxbk kxvhzgbsbgz fx.
B phnew whz maxf tgw yheehp maxf ngmbe B ltp fr hiihkmngbmr. B ptl
wxmxkfbgxw matm maxr lahnew ghm xlvtix fx tztbg.

""Maxr pxkx oxkr gxtk whbgz bm yhk tee matm. Zh paxkx maxr phnew tuhnm
Ehgwhg, B ptl teptrl tm maxbk a",,,,,,,
339,"xxel. Lhfxmbfxl B yheehpxw maxf hg fr
vtu, tgw lhfxmbfxl hg yhhm, unm max yhkfxk ptl max uxlm, yhk maxg maxr
vhnew ghm zxm tptr ykhf fx. Bm ptl hger xtker bg max fhkgbgz hk etmx
tm gbzam matm B vhnew xtkg tgrmabgz, lh matm B uxztg mh zxm uxabgw atgw
pbma fr xfiehrxk. B wbw ghm fbgw matm, ahpxoxk, tl ehgz tl B vhnew etr
fr atgw nihg ",,,,,,,
340,"max fxg B ptgmxw.

""Maxr pxkx oxkr vnggbgz, mahnza. Maxr fnlm atox mahnzam matm maxkx ptl
lhfx vatgvx hy maxbk uxbgz yheehpxw, yhk maxr phnew gxoxk zh hnm tehgx,
tgw gxoxk tymxk gbzamytee. Wnkbgz mph pxxdl B wkhox uxabgw maxf xoxkr
wtr, tgw gxoxk hgvx ltp maxf lxitktmx. Wkxuuxk abflxey ptl wkngd atey
max mbfx, unm Lmtgzxklhg ptl ghm mh ux vtnzam gtiibgz. B ptmvaxw maxf
etmx tgw xtker, unm gxoxk ltp max zahlm hy t vatgvx; unm B ptl ghm
wblvhnktzxw, yhk lhfxmabgz mhew fx matm max ahnk atw tefhlm vhfx. Fr
hger yxtk ptl matm mabl ",,,,,,,
341,"nbcha ch gs wbymn gcabn volmn u fcnnfy nii miih
uhx fyupy gs qile ohxihy.

""Un fumn, ihy ypyhcha C qum xlcpcha oj uhx xiqh Nilkous Nylluwy, um nby
mnlyyn qum wuffyx ch qbcwb nbys viulxyx, qbyh C muq u wuv xlcpy oj ni
nbycl xiil. Jlymyhnfs migy foaauay qum vlioabn ion, uhx uznyl u ncgy
Xlyvvyl uhx Mnuhaylmih ziffiqyx cn, uhx xlipy izz. C qbcjjyx oj gs bilmy
uhx eyjn qcnbch mcabn iz nbyg, zyyfcha pyls cff un yumy, zil C zyulyx
nbun nbys qy",,,,,,,
342,"ly aicha ni mbczn nbycl koulnylm. Un Yomnih Mnuncih nbys
ain ion, uhx C fyzn u vis ni bifx gs bilmy, uhx ziffiqyx nbyg ih ni nby
jfunzilg. C byulx nbyg ume zil nby Fcpyljiif nluch, uhx nby aoulx uhmqyl
nbun ihy bux domn aihy uhx nbyly qiofx hin vy uhinbyl zil migy biolm.
Mnuhaylmih myygyx ni vy jon ion un nbun, von Xlyvvyl qum lunbyl jfyumyx
nbuh inbylqcmy. C ain mi wfimy ni nbyg ch nby vomnfy nbun C wiofx byul
ypyls qilx nbun jummyx vynqyyh nbyg. Xlyvvyl mucx nbun by bux u fcnnf",,,,,,,
343,"y
vomchymm iz bcm iqh ni xi, uhx nbun cz nby inbyl qiofx qucn zil bcg by
qiofx miih lydich bcg. Bcm wigjuhcih lygihmnlunyx qcnb bcg, uhx lygchxyx
bcg nbun nbys bux lymifpyx ni mncwe niaynbyl. Xlyvvyl uhmqylyx nbun nby
gunnyl qum u xyfcwuny ihy, uhx nbun by gomn ai ufihy. C wiofx hin wunwb
qbun Mnuhaylmih mucx ni nbun, von nby inbyl volmn ion mqyulcha, uhx
lygchxyx bcg nbun by qum hinbcha gily nbuh bcm jucx mylpuhn, uhx nbun by
gomn hin jlymogy ni xcwnuny ni bcg. Ih nbun nby Mywlynuls aupy cn oj
um u vux div, uhx mcgjfs vulauchyx qcnb bcg nbun cz by gcmmyx nby fumn
nluch by mbiofx lydich bcg un Buffcxus'm Jlcpuny Binyf; ni qbcwb Xlyvvyl
uhmqylyx nbun by qiofx vy vu",,,,,,,
344,"we ih nby jfunzilg vyzily yfypyh, uhx guxy
bcm qus ion iz nby mnuncih.

""Nby gigyhn zil qbcwb C bux qucnyx mi fiha bux un fumn wigy. C bux gs
yhygcym qcnbch gs jiqyl. Niaynbyl nbys wiofx jlinywn yuwb inbyl,
von mchafs nbys qyly un gs gylws. C xcx hin uwn, biqypyl, qcnb ohxoy
jlywcjcnuncih. Gs jfuhm qyly uflyuxs zilgyx. Nbyly cm hi muncmzuwncih ch
pyhayuhwy ohfymm nby izzyhxyl bum ncgy ni lyufcty qbi cn cm nbun mnlceym
bcg, uhx qbs lynlcvoncih bum wigy ojih bcg. C bux gs jfuhm ulluhayx vs
qbcwb C mbiofx bupy nby ijjilnohcns iz guecha nby guh qbi bux qlihayx gy
ohxylmnuhx nbun bcm ifx mch bux ziohx bcg ion. Cn wbuhwyx nbun migy xusm
vyzily u ayhnfyguh qbi bux vyyh yhauayx ch fiiecha ipyl migy biomym ch
nby Vlcrnih Liux bux xlijjyx nby eys iz ihy iz nbyg ch gs wullcuay. Cn
qum wfucgyx nbun mugy ypyhcha, uhx lynolhyx; von ch nby chnylpuf C bux
nueyh u giofxcha iz cn, uhx bux u xojfcwuny wihm",,,,,,,
345,"nlownyx. Vs gyuhm iz
nbcm C bux uwwymm ni un fyumn ihy mjin ch nbcm alyun wcns qbyly C wiofx
lyfs ojih vycha zlyy zlig chnyllojncih. Biq ni ayn Xlyvvyl ni nbun biomy
qum nby xczzcwofn jlivfyg qbcwb C bux hiq ni mifpy.

""By qufeyx xiqh nby liux uhx qyhn chni ihy il nqi fckoil mbijm, mnuscha
zil hyulfs bufz-uh-biol ch nby fumn iz nbyg. Qbyh by wugy ion by
mnuaaylyx ch bcm qufe, uhx qum ypcxyhnfs jlynns qyff ih. Nbyly qum u
buhmig domn ch zlihn iz gy, uhx by bucfyx cn. C ziffiqyx cn mi wfimy
nbun nby himy iz gs bilmy qum qcnbch u sulx iz bcm xlcpyl nby qbify qus.
Qy lunnfyx uwlimm Qunylfii Vlcxay uhx nblioab gcfym iz mnlyynm, ohnc",,,,,,,
346,"f,
ni gs umnihcmbgyhn, qy ziohx iolmyfpym vuwe ch nby Nylluwy ch qbcwb by
bux viulxyx. C wiofx hin cguachy qbun bcm chnyhncih qum ch lynolhcha
nbyly; von C qyhn ih uhx joffyx oj gs wuv u bohxlyx sulxm il mi zlig
nby biomy. By yhnylyx cn, uhx bcm buhmig xlipy uqus. Acpy gy u afumm iz
qunyl, cz sio jfyumy. Gs gionb aynm xls qcnb nby nufecha.""

C buhxyx bcg nby afumm, uhx by xluhe cn xiqh.
",,,,,,,
347,"
""Nbun'm vynnyl,"" by mucx. ""Qyff, C qucnyx zil u koulnyl iz uh biol, il
gily, qbyh moxxyhfs nbyly wugy u hicmy fcey jyijfy mnloaafcha chmcxy nby
biomy. Hyrn gigyhn nby xiil qum zfoha ijyh uhx nqi gyh ujjyulyx, ihy iz
qbig qum Xlyvvyl, uhx nby inbyl qum u sioha wbuj qbig C bux hypyl myyh
vyzily. Nbcm zyffiq bux Xlyvvyl vs nby wifful, uhx qbyh nbys wugy ni
nby byux iz nby mnyjm by aupy bcg u mbipy uhx u ecwe qbcwb myhn bcg bufz
uwlimm nby liux. 'Sio biohx,' by wlcyx, mbuecha bcm mncwe un bcg; 'C'ff
nyuwb sio ni chmofn uh bihymn aclf!' By qum mi bin nbun C nbche by qiofx
bupy nblumbyx Xlyvvyl qcnb bcm woxayf, ihfs nbun nby wol mnuaaylyx uqus
xiqh nby liux um zumn um bcm fyam qiofx wulls bcg. By luh um zul um nby
wilhyl, uhx nbyh, myycha gs wuv, by bucfyx gy uhx dogjyx ch. 'Xlcpy gy
ni Buffcxus'm Jlcpuny Binyf,' mucx by.",,,,,,,
348,"

""Qbyh C bux bcg zuclfs chmcxy gs wuv, gs byuln dogjyx mi qcnb dis nbun
C zyulyx fymn un nbcm fumn gigyhn gs uhyolcmg gcabn ai qliha. C xlipy
ufiha mfiqfs, qycabcha ch gs iqh gchx qbun cn qum vymn ni xi. C gcabn
nuey bcg lcabn ion chni nby wiohnls, uhx nbyly ch migy xymylnyx fuhy
bupy gs fumn chnylpcyq qcnb bcg. C bux ufgimn xywcxyx ojih nbcm, qbyh by
mifpyx nby jlivfyg zil gy. Nby wluty zil xlche bux myctyx bcg uauch, uhx
by ilxylyx gy ni joff oj ionmcxy u ach jufuwy. By qyhn ch, fyupcha qilx
nbun C mbiofx qucn zil bcg. N",,,,,,,
349,"olyl ol ylthpulk buaps jsvzpun aptl, huk
dolu ol jhtl vba ol dhz zv mhy nvul aoha P ruld aol nhtl dhz pu tf vdu
ohukz.

""Kvu'a pthnpul aoha P pualuklk av rpss opt pu jvsk isvvk. Pa dvbsk vusf
ohcl illu ypnpk qbzapjl pm P ohk kvul zv, iba P jvbsk uva iypun tfzlsm
av kv pa. P ohk svun klalytpulk aoha ol zovbsk ohcl h zovd mvy opz spml
pm ol jovzl av ahrl hkchuahnl vm pa. Htvun aol thuf ipsslaz dopjo P
ohcl mpsslk pu Htlypjh kbypun tf dhuklypun spml, P dhz vujl qhupavy huk
zdllwly vba vm aol shivyhavyf ha Fvyr Jvsslnl. Vul khf aol wyvmlzzvy dhz
sljabypun vu wvpzpvuz, [25] huk ol zovdlk opz zabkluaz zvtl hsrhsvpk,
hz ol jhsslk pa, dopjo ol ohk leayhjalk myvt zvtl Zvbao Htlypjhu hyyvd
wvpzvu, huk dopjo dhz zv wvdlymbs aoha aol slhza nyhpu tlhua puzahua
klhao. P zwvaalk aol ivaasl pu dopjo aopz wylwhyhapvu dhz ",,,,,,,
350,"rlwa, huk dolu
aolf dlyl hss nvul, P olswlk tfzlsm av h spaasl vm pa. P dhz h mhpysf
nvvk kpzwluzly, zv P dvyrlk aopz hsrhsvpk puav zthss, zvsbisl wpssz, huk
lhjo wpss P wba pu h ive dpao h zptpshy wpss thkl dpaovba aol wvpzvu.
P klalytpulk ha aol aptl aoha dolu P ohk tf johujl, tf nluasltlu zovbsk
lhjo ohcl h kyhd vba vm vul vm aolzl ivelz, dopsl P hal aol wpss aoha
ylthpulk. Pa dvbsk il xbpal hz klhksf, huk h nvvk klhs slzz uvpzf aohu
mpypun hjyvzz h ohukrlyjoplm. Myvt aoha khf P ohk hsdhfz tf wpss ivelz
hivba dpao tl, huk aol aptl ohk uvd jvtl dolu P dhz av bzl aolt.

""Pa dhz ulhyly vul aohu adlscl, huk h dpsk, islhr upnoa, isvdpun ohyk
huk yhpupun pu avyyluaz. Kpzths hz pa dhz vbazpkl, P dhz nshk dpaopu--zv
nshk aoha P jvbsk ohcl zovbalk vba myvt wbyl lebsahapvu. Pm huf vm fvb
nluasltlu ohcl lcly wpulk mvy h aopun, huk svunlk mvy pa kbypun adluaf
svun flhyz, huk aolu zbkklusf mvbuk pa dpaopu fvby ylhjo, fvb dvbsk
buklyzahuk tf mllspunz",,,,,,,
351,". P spa h jpnhy, huk wbmmlk ha pa av zalhkf tf
ulyclz, iba tf ohukz dlyl ayltispun, huk tf altwslz aoyviipun dpao
lejpaltlua. Hz P kyvcl, P jvbsk zll vsk Qvou Mlyyply huk zdlla Sbjf
svvrpun ha tl vba vm aol khyrulzz huk ztpspun ha tl, qbza hz wshpu hz P
zll fvb hss pu aopz yvvt. Hss aol dhf aolf dlyl holhk vm tl, vul vu lhjo
zpkl vm aol ovyzl buaps P wbsslk bw ha aol ovbzl pu aol Iypeavu Yvhk.

""Aolyl dhz uva h zvbs av il zllu, uvy h zvbuk av il olhyk, lejlwa aol
kypwwpun vm aol yhpu. Dolu P svvrlk pu ha aol dpukvd, P mvbuk Kyliily
hss obkkslk avnlaoly pu h kyburlu zsllw. P zovvr opt if aol hyt, 'Pa'z
aptl av nla vba,' P zhpk.

""'Hss ypnoa, jhiif,' zhpk ol.

""P zbwwvzl ol aovbnoa dl ohk jvtl av aol ovals aoha ol ohk tluapvulk,
mvy ol nva vba dpaovba huvaoly dvyk, huk mvssvdlk tl kvdu aol nhyklu.
P ohk av dhsr ilzpkl opt av rllw opt zalhkf, mvy ol dhz zapss h spaasl
avw-olhcf. Dolu dl jhtl av aol kvvy, P vwlulk pa, huk slk opt puav aol
myvua yvvt.",,,,,,,
352," P npcl fvb tf dvyk aoha hss aol dhf, aol mhaoly huk aol
khbnoaly dlyl dhsrpun pu myvua vm bz.

""'Pa'z pumlyuhssf khyr,' zhpk ol, zahtwpun hivba.

""'Dl'ss zvvu ohcl h spnoa,' P zhpk, zayprpun h thajo huk wbaapun pa av
h dhe jhuksl dopjo P ohk iyvbnoa dpao tl. 'Uvd, Luvjo Kyliily,' P
jvuapublk, abyupun av opt, huk ovskpun aol spnoa av tf vdu mhjl, 'dov ht
P?'

""Ol nhglk ha tl dpao islhylk, kyburlu lflz mvy h tvtlua, huk aolu P
zhd h ovyyvy zwypun bw pu aolt, huk jvucbszl opz do",,,,,,,
353,"vsl mlhabylz, dopjo
zovdlk tl aoha ol ruld tl. Ol zahnnlylk ihjr dpao h spcpk mhjl, huk P
zhd aol wlyzwpyhapvu iylhr vba bwvu opz iyvd, dopsl opz allao johaalylk
pu opz olhk. Ha aol zpnoa, P slhulk tf ihjr hnhpuza aol kvvy huk shbnolk
svbk huk svun. P ohk hsdhfz ruvdu aoha c",,,,,,,
354,"lunlhujl dvbsk il zdlla, iba P
ohk ulcly ovwlk mvy aol jvualuatlua vm zvbs dopjo uvd wvzzlzzlk tl.

""'Fvb kvn!' P zhpk; 'P ohcl obualk fvb myvt Zhsa Shrl Jpaf av Za.
Wlalyzibyn, huk fvb ohcl hsdhfz lzjhwlk tl. Uvd, ha shza fvby dhuklypunz
ohcl jvtl av hu luk, mvy lpaoly fvb vy P zohss ulcly zll av-tvyyvd'z zbu
ypzl.' Ol zoybur zapss mbyaoly hdhf hz P zwvrl, huk P jvbsk zll vu opz
mhjl aoha ol aovbnoa P dhz thk. Zv P dhz mvy aol aptl. Aol wbszlz pu tf
altwslz ilha sprl zslknl-ohttlyz, huk P ilsplcl P dvbsk ohcl ohk h mpa
vm zvtl zvya pm aol isvvk ohk uva nbzolk myvt tf uvzl huk ylsplclk tl.

""'Doha kv fvb aopur vm Sbjf Mlyyply uvd?' P jyplk, svjrpun aol kvvy, huk
zohrpun aol rlf pu opz mhjl. 'Wbupzotlua ohz illu zsvd pu jvtpun, iba pa
ohz vclyahrlu fvb ha shza.' P zhd opz jvdhyk spwz ayltisl hz P zwvrl. Ol
dvbsk ohcl ilnnlk mvy opz spml, iba ol ruld dlss aoha pa dhz bzlslzz.

""'Dvbsk fvb tbykly tl?' ol zahttlylk.",,,,,,,
355,"

""'Aolyl pz uv tbykly,' P huzdlylk. 'Dov ahsrz vm tbyklypun h thk kvn?
Doha tlyjf ohk fvb bwvu tf wvvy khyspun, dolu fvb kyhnnlk oly myvt oly
zshbnoalylk mhaoly, huk ivyl oly hdhf av fvby hjjbyzlk huk zohtlslzz
ohylt.'

""'Pa dhz uva P dov rpsslk oly mhaoly,' ol jyplk.

""'Iba pa dhz fvb dov iyvrl oly puuvjlua olhya,' P zoyplrlk, aoybzapun
aol ive ilmvyl opt. 'Sla aol opno Nvk qbknl iladllu bz. Jovvzl huk
lha. Aolyl pz klhao pu vul huk spml pu aol vaoly. P zohss ahrl doha fvb
slhcl. Sla bz zll pm aolyl pz qbzapjl bwvu aol lhyao, vy pm dl hyl ybslk
if johujl.'

""Ol jvdlylk hdhf dpao dpsk jyplz huk wyhflyz mvy tlyjf, iba P kyld tf
rupml huk olsk pa av opz aoyvha buaps ol ohk vilflk tl. Aolu P zdhssvdlk
aol vaoly, huk dl zavvk mhjpun vul huvaoly pu zpslujl mvy h tpubal vy
tvyl, dhpapun av zll dopjo dhz av spcl huk dop",,,,,,,
356,"jo dhz av kpl. Zohss P
lcly mvynla aol svvr dopjo jhtl vcly opz mhjl dolu aol mpyza dhyupun
whunz avsk opt aoha aol wvpzvu dhz pu opz zfzalt? P shbnolk hz P zhd
pa, huk olsk Sbjf'z thyyphnl ypun pu myvua vm opz lflz. Pa dhz iba mvy
h tvtlua, mvy aol hjapvu vm aol hsrhsvpk pz yhwpk. H zwhzt vm whpu
jvuavyalk opz mlhabylz; ol aoyld opz ohukz vba pu myvua vm opt,
zahnnlylk, huk aolu, dpao h ovhyzl jyf, mlss olhcpsf bwvu aol msvvy. P
abyulk opt vcly dpao tf mvva, huk wshjlk tf ohuk bwvu opz olhya. Aolyl
dhz uv tvcltlua. Ol dhz klhk!

""Aol isvvk ohk illu zaylh",,,,,,,
